feature,artist,min,LF,UF,max,out.of.range,unusual,description
instrumental,All Get Out,0.098989435,0.04792813750000002,0.3452272475,0.35617967,FALSE,FALSE,Within Range
instrumental,Manchester Orchestra,0.087254848,0.03484411499999995,0.38940727500000005,0.346599115,FALSE,FALSE,Within Range
instrumental,The Front Bottoms,0.077112595,0.027998537499999948,0.5527428775000001,0.619545875,FALSE,FALSE,Within Range
timbreBright,All Get Out,0.44023708,0.43349932625,0.48759275625,0.4729743,FALSE,FALSE,Within Range
timbreBright,Manchester Orchestra,0.4449076,0.44169513,0.48582177,0.4836696,FALSE,FALSE,Within Range
timbreBright,The Front Bottoms,0.4373234,0.4244818,0.488101,0.47134325,FALSE,FALSE,Within Range
WC,All Get Out,110,-9.25,510.75,933,FALSE,FALSE,Within Range
WC,Manchester Orchestra,88,21,405,400,FALSE,FALSE,Within Range
WC,The Front Bottoms,132,91,507,564,FALSE,FALSE,Within Range
Analytic,All Get Out,1,-35.00375,65.54624999999999,85.25,FALSE,TRUE,Outlying
Analytic,Manchester Orchestra,1,-19.455000000000002,40.265,78.96,FALSE,TRUE,Outlying
Analytic,The Front Bottoms,1,-26.165,52.275,57.73,TRUE,TRUE,Out of Range
Clout,All Get Out,1,-91.72875,176.64125,99,FALSE,FALSE,Within Range
Clout,Manchester Orchestra,1,-61.545000000000016,142.495,98.83,FALSE,FALSE,Within Range
Clout,The Front Bottoms,1,-83.31,164.29,96.93,FALSE,FALSE,Within Range
Authentic,All Get Out,13.33,69.10625000000002,116.93625,99,FALSE,TRUE,Outlying
Authentic,Manchester Orchestra,14.81,47.06500000000001,127.34499999999998,99,FALSE,FALSE,Within Range
Authentic,The Front Bottoms,12.44,46.974999999999994,129.335,99,FALSE,FALSE,Within Range
Tone,All Get Out,1,-44.84500000000001,110.03500000000003,99,FALSE,FALSE,Within Range
Tone,Manchester Orchestra,1,-37.4175,80.2825,99,FALSE,FALSE,Within Range
Tone,The Front Bottoms,1,-60.120000000000005,144.04000000000002,99,FALSE,FALSE,Within Range
WPS,All Get Out,16.13,-153.9375,445.5625,374,FALSE,FALSE,Within Range
WPS,Manchester Orchestra,21.83,-109.75,384.25,387,FALSE,FALSE,Within Range
WPS,The Front Bottoms,12.1,-165.825,443.495,413,FALSE,FALSE,Within Range
BigWords,All Get Out,2.5,0.30875000000000075,16.59875,14.01,FALSE,FALSE,Within Range
BigWords,Manchester Orchestra,2.45,-0.6500000000000004,17.990000000000002,25,FALSE,FALSE,Within Range
BigWords,The Front Bottoms,3.94,-0.6550000000000002,19.305,19.85,FALSE,FALSE,Within Range
Dic,All Get Out,84.24,85.38749999999999,103.3675,98.71,FALSE,FALSE,Within Range
Dic,Manchester Orchestra,88.36,85.57000000000001,103.33,99.22,FALSE,FALSE,Within Range
Dic,The Front Bottoms,85.41,86.435,102.63499999999999,99.6,FALSE,FALSE,Within Range
Linguistic,All Get Out,65.49,61.83374999999996,95.30375000000004,91.3,FALSE,FALSE,Within Range
Linguistic,Manchester Orchestra,69.94,66.315,95.47500000000002,90.38,FALSE,FALSE,Within Range
Linguistic,The Front Bottoms,64.77,67.410000000000025,91.089999999999975,93.45,FALSE,FALSE,Within Range
fnct,All Get Out,49.82,36.9125,82.0925,74.05,FALSE,FALSE,Within Range
fnct,Manchester Orchestra,54.41,52.559999999999995,74.24000000000001,77.88,FALSE,FALSE,Within Range
fnct,The Front Bottoms,45.56,49.28999999999999,74.49000000000001,73.5,FALSE,FALSE,Within Range
pronoun,All Get Out,11.72,7.2425000000000015,39.762499999999996,40.67,FALSE,FALSE,Within Range
pronoun,Manchester Orchestra,17.24,15.124999999999998,35.325,33.8,FALSE,FALSE,Within Range
pronoun,The Front Bottoms,13.33,11.790000000000004,34.19,37.23,FALSE,FALSE,Within Range
ppron,All Get Out,6.04,4.498750000000003,31.428749999999994,25.7,FALSE,FALSE,Within Range
ppron,Manchester Orchestra,8.7,8.000000000000004,29.039999999999996,28.17,FALSE,FALSE,Within Range
ppron,The Front Bottoms,9.23,8.96,26.08,31.69,FALSE,FALSE,Within Range
i,All Get Out,1.5,-3.295,22.665,18.73,FALSE,FALSE,Within Range
i,Manchester Orchestra,0.54,-0.04000000000000181,19.32,20.59,FALSE,FALSE,Within Range
i,The Front Bottoms,2.26,2.375,18.095,17.54,FALSE,FALSE,Within Range
we,All Get Out,0,-1.5862500000000002,2.6437500000000003,6.67,FALSE,FALSE,Within Range
we,Manchester Orchestra,0,-2.715,4.525,6.76,FALSE,FALSE,Within Range
we,The Front Bottoms,0,-2.04,3.4000000000000004,5,FALSE,FALSE,Within Range
you,All Get Out,0,-3.6462499999999993,15.063749999999999,15.33,FALSE,FALSE,Within Range
you,Manchester Orchestra,0.77,-2.3099999999999996,13.53,13.39,TRUE,FALSE,Out of Range
you,The Front Bottoms,0,-1.6150000000000002,11.385,11.2,FALSE,FALSE,Within Range
shehe,All Get Out,0,-0.32624999999999993,0.54375,2.96,FALSE,FALSE,Within Range
shehe,Manchester Orchestra,0,-1.17,1.95,9.95,FALSE,FALSE,Within Range
shehe,The Front Bottoms,0,-1.6350000000000002,2.7250000000000005,10.86,FALSE,FALSE,Within Range
they,All Get Out,0,-1.2562499999999999,2.09375,2.68,FALSE,FALSE,Within Range
they,Manchester Orchestra,0,-0.8699999999999999,1.4499999999999997,4.83,FALSE,FALSE,Within Range
they,The Front Bottoms,0,-1.59,2.6500000000000004,5.41,FALSE,FALSE,Within Range
ipron,All Get Out,2.55,-0.48249999999999726,13.297499999999996,16,FALSE,FALSE,Within Range
ipron,Manchester Orchestra,1.08,-0.7300000000000013,14.71,14.13,FALSE,FALSE,Within Range
ipron,The Front Bottoms,1.84,-0.08000000000000007,11.28,13.94,FALSE,FALSE,Within Range
det,All Get Out,6.38,7.491250000000002,18.581249999999997,30.77,FALSE,TRUE,Outlying
det,Manchester Orchestra,2.82,1.4300000000000015,25.11,20.97,TRUE,FALSE,Out of Range
det,The Front Bottoms,4.26,4.704999999999998,20.185000000000002,19.43,TRUE,TRUE,Out of Range
article,All Get Out,1.29,-0.37374999999999936,9.59625,8.97,FALSE,FALSE,Within Range
article,Manchester Orchestra,0.7,-0.4550000000000005,10.945,12.79,FALSE,FALSE,Within Range
article,The Front Bottoms,0,-0.5549999999999997,10.285,8.96,FALSE,FALSE,Within Range
number,All Get Out,0,-1.56,2.6,5.49,FALSE,FALSE,Within Range
number,Manchester Orchestra,0,-1.5150000000000001,2.5250000000000004,3.69,FALSE,FALSE,Within Range
number,The Front Bottoms,0,-1.125,1.875,3.76,FALSE,FALSE,Within Range
prep,All Get Out,5.96,5.778750000000004,15.708749999999997,17.58,TRUE,TRUE,Out of Range
prep,Manchester Orchestra,4.79,3.880000000000001,19.32,18.44,TRUE,TRUE,Out of Range
prep,The Front Bottoms,4,4.584999999999998,18.385,24.24,FALSE,TRUE,Outlying
auxverb,All Get Out,1.47,3.48125,18.91125,23.49,FALSE,FALSE,Within Range
auxverb,Manchester Orchestra,2.06,1.8149999999999995,20.095,21.43,FALSE,FALSE,Within Range
auxverb,The Front Bottoms,4.55,3.7650000000000015,19.244999999999997,21.86,FALSE,FALSE,Within Range
adverb,All Get Out,0.74,-1.72375,14.40625,14.45,FALSE,FALSE,Within Range
adverb,Manchester Orchestra,1.54,1.4099999999999993,12.370000000000001,23.08,FALSE,FALSE,Within Range
adverb,The Front Bottoms,2.2,-0.4299999999999997,13.649999999999999,17.35,FALSE,FALSE,Within Range
conj,All Get Out,0.91,-0.5087499999999996,9.76125,10.68,TRUE,FALSE,Out of Range
conj,Manchester Orchestra,0,0.7400000000000007,10.979999999999999,14.43,FALSE,TRUE,Outlying
conj,The Front Bottoms,0,-1.174999999999999,13.905,12.31,FALSE,FALSE,Within Range
negate,All Get Out,0,-2.745,8.995,13.04,FALSE,FALSE,Within Range
negate,Manchester Orchestra,0,-2.2449999999999997,9.235,11.4,FALSE,FALSE,Within Range
negate,The Front Bottoms,0,-2.7449999999999997,7.8549999999999995,12.89,FALSE,FALSE,Within Range
verb,All Get Out,11.54,15.056249999999997,31.786250000000003,41.81,FALSE,FALSE,Within Range
verb,Manchester Orchestra,13.85,11.689999999999998,36.81,39.72,FALSE,FALSE,Within Range
verb,The Front Bottoms,11.92,10.930000000000005,34.05,35.79,FALSE,FALSE,Within Range
adj,All Get Out,1.16,-2.212499999999999,13.787499999999998,14.78,FALSE,FALSE,Within Range
adj,Manchester Orchestra,0,-2.7249999999999996,10.995,18.27,FALSE,FALSE,Within Range
adj,The Front Bottoms,1.62,-2.6849999999999987,14.474999999999998,14.92,FALSE,FALSE,Within Range
quantity,All Get Out,0.55,-0.3087499999999985,8.261249999999999,20.33,FALSE,FALSE,Within Range
quantity,Manchester Orchestra,0,-2.245,7.555,8.65,FALSE,FALSE,Within Range
quantity,The Front Bottoms,0,-0.8250000000000006,7.215000000000001,13.33,FALSE,FALSE,Within Range
Drives,All Get Out,0,-1.9637499999999999,7.4662500000000005,11.48,FALSE,FALSE,Within Range
Drives,Manchester Orchestra,0,-1.395,7.445,8.68,FALSE,FALSE,Within Range
Drives,The Front Bottoms,0,-3.704999999999999,9.055,13.5,FALSE,FALSE,Within Range
affiliation,All Get Out,0,-1.5125,3.9875,10,FALSE,FALSE,Within Range
affiliation,Manchester Orchestra,0,-2.3299999999999996,5.27,7.92,FALSE,FALSE,Within Range
affiliation,The Front Bottoms,0,-3.4549999999999996,6.744999999999999,9,FALSE,FALSE,Within Range
achieve,All Get Out,0,-1.71,2.8499999999999996,3.33,FALSE,FALSE,Within Range
achieve,Manchester Orchestra,0,-2.19,3.65,3.85,FALSE,FALSE,Within Range
achieve,The Front Bottoms,0,-1.23,2.05,4.5,FALSE,FALSE,Within Range
power,All Get Out,0,-1.7399999999999998,2.8999999999999995,4.42,FALSE,FALSE,Within Range
power,Manchester Orchestra,0,-1.305,2.175,3.08,FALSE,FALSE,Within Range
power,The Front Bottoms,0,-1.065,1.775,3.07,FALSE,TRUE,Outlying
Cognition,All Get Out,9.49,3.3824999999999985,29.302500000000002,30.1,TRUE,FALSE,Out of Range
Cognition,Manchester Orchestra,4.12,-0.5649999999999995,33.635,28.91,FALSE,FALSE,Within Range
Cognition,The Front Bottoms,6.74,4.2049999999999965,26.645000000000003,27.95,FALSE,FALSE,Within Range
allnone,All Get Out,0,-1.645,8.795,9.02,FALSE,FALSE,Within Range
allnone,Manchester Orchestra,0,-3.2850000000000006,8.755,9.24,FALSE,FALSE,Within Range
allnone,The Front Bottoms,0,-2.0749999999999993,7.484999999999999,9.13,FALSE,FALSE,Within Range
cogproc,All Get Out,6.04,2.5562500000000012,22.06625,22.97,TRUE,FALSE,Out of Range
cogproc,Manchester Orchestra,4.12,3.2499999999999982,23.090000000000003,23.94,FALSE,FALSE,Within Range
cogproc,The Front Bottoms,4.62,2.775000000000002,21.935,26.38,FALSE,FALSE,Within Range
insight,All Get Out,0.75,-1.2237499999999994,7.766249999999999,14.71,FALSE,FALSE,Within Range
insight,Manchester Orchestra,0.48,-2.2350000000000003,9.405000000000001,8.51,FALSE,FALSE,Within Range
insight,The Front Bottoms,0,-2.9550000000000005,8.765,22.44,FALSE,FALSE,Within Range
cause,All Get Out,0,-1.29125,3.87875,4.39,FALSE,FALSE,Within Range
cause,Manchester Orchestra,0,-1.4299999999999997,4.17,5.68,FALSE,FALSE,Within Range
cause,The Front Bottoms,0,-1.1400000000000001,3.58,7.87,FALSE,FALSE,Within Range
discrep,All Get Out,0.4,-2.0224999999999995,7.5775,10,TRUE,FALSE,Out of Range
discrep,Manchester Orchestra,0,-2.2250000000000005,8.055,12.84,FALSE,FALSE,Within Range
discrep,The Front Bottoms,0,-0.3550000000000004,5.765000000000001,6.84,FALSE,FALSE,Within Range
tentat,All Get Out,0,-2.4699999999999998,6.6899999999999995,7.35,FALSE,FALSE,Within Range
tentat,Manchester Orchestra,0,-2.8649999999999993,7.094999999999999,8.65,FALSE,FALSE,Within Range
tentat,The Front Bottoms,0,-3.3500000000000005,7.930000000000001,8.87,FALSE,FALSE,Within Range
certitude,All Get Out,0,-1.1437499999999998,1.9062499999999998,2.7,FALSE,FALSE,Within Range
certitude,Manchester Orchestra,0,-1.6350000000000002,2.7250000000000005,5.77,FALSE,FALSE,Within Range
certitude,The Front Bottoms,0,-0.615,1.025,3.55,FALSE,FALSE,Within Range
differ,All Get Out,0,-1.6450000000000007,7.9350000000000005,9.46,FALSE,FALSE,Within Range
differ,Manchester Orchestra,0,-0.45500000000000007,6.305,7.57,FALSE,FALSE,Within Range
differ,The Front Bottoms,0,-1.56,7.32,9.62,FALSE,FALSE,Within Range
memory,All Get Out,0,0,0,0.93,FALSE,FALSE,Within Range
memory,Manchester Orchestra,0,0,0,1.73,FALSE,FALSE,Within Range
memory,The Front Bottoms,0,0,0,2.7,FALSE,FALSE,Within Range
Affect,All Get Out,1.17,0.5499999999999998,9.510000000000002,10.29,FALSE,FALSE,Within Range
Affect,Manchester Orchestra,0,-3.1799999999999993,11.459999999999999,9.94,FALSE,FALSE,Within Range
Affect,The Front Bottoms,1.06,-1.8299999999999996,13.129999999999999,19.42,FALSE,FALSE,Within Range
tone_pos,All Get Out,0,-1.9287500000000004,7.581250000000001,10.29,FALSE,FALSE,Within Range
tone_pos,Manchester Orchestra,0,-2.6199999999999997,6.18,8.33,FALSE,FALSE,Within Range
tone_pos,The Front Bottoms,0,-1.8249999999999997,8.375,15.53,FALSE,FALSE,Within Range
tone_neg,All Get Out,0,-2.1337500000000005,6.276250000000001,6.34,FALSE,FALSE,Within Range
tone_neg,Manchester Orchestra,0,-1.875,5.445,5.34,FALSE,FALSE,Within Range
tone_neg,The Front Bottoms,0,-1.465,5.135,10.38,FALSE,FALSE,Within Range
emotion,All Get Out,0,-1.7887499999999996,5.88125,7.35,FALSE,FALSE,Within Range
emotion,Manchester Orchestra,0,-2.0150000000000006,4.665000000000001,4.93,FALSE,FALSE,Within Range
emotion,The Front Bottoms,0,-2.4000000000000004,7.040000000000001,10.06,FALSE,FALSE,Within Range
emo_pos,All Get Out,0,-1.6074999999999995,3.6124999999999994,7.35,FALSE,FALSE,Within Range
emo_pos,Manchester Orchestra,0,-1.41,2.3499999999999996,3.82,FALSE,FALSE,Within Range
emo_pos,The Front Bottoms,0,-1.5799999999999998,3.54,6.31,FALSE,FALSE,Within Range
emo_neg,All Get Out,0,-1.7737500000000002,3.73625,3.4,FALSE,FALSE,Within Range
emo_neg,Manchester Orchestra,0,-1.875,3.125,3.52,FALSE,FALSE,Within Range
emo_neg,The Front Bottoms,0,-1.6500000000000001,3.5500000000000003,9.75,FALSE,FALSE,Within Range
emo_anx,All Get Out,0,-0.23249999999999998,0.38749999999999996,1.34,FALSE,FALSE,Within Range
emo_anx,Manchester Orchestra,0,0,0,1.57,FALSE,FALSE,Within Range
emo_anx,The Front Bottoms,0,0,0,4.45,FALSE,FALSE,Within Range
emo_anger,All Get Out,0,-0.23625000000000002,0.39375000000000004,2.13,FALSE,FALSE,Within Range
emo_anger,Manchester Orchestra,0,0,0,0.93,FALSE,FALSE,Within Range
emo_anger,The Front Bottoms,0,0,0,2.88,FALSE,FALSE,Within Range
emo_sad,All Get Out,0,-0.69,1.15,1.73,FALSE,FALSE,Within Range
emo_sad,Manchester Orchestra,0,-0.43499999999999994,0.7249999999999999,2.34,FALSE,FALSE,Within Range
emo_sad,The Front Bottoms,0,-0.43499999999999994,0.7249999999999999,3.6,FALSE,FALSE,Within Range
swear,All Get Out,0,-0.8212500000000001,1.3687500000000004,1.97,FALSE,FALSE,Within Range
swear,Manchester Orchestra,0,0,0,1.17,FALSE,FALSE,Within Range
swear,The Front Bottoms,0,-0.44999999999999996,0.75,3.79,FALSE,FALSE,Within Range
Social,All Get Out,3.45,2.2575000000000003,26.7575,23.68,FALSE,FALSE,Within Range
Social,Manchester Orchestra,5.68,-0.28499999999999837,26.554999999999996,23.71,FALSE,FALSE,Within Range
Social,The Front Bottoms,5.74,3.5150000000000015,22.994999999999997,24.62,FALSE,FALSE,Within Range
socbehav,All Get Out,0.43,-1.8862500000000013,9.383750000000003,10.31,FALSE,FALSE,Within Range
socbehav,Manchester Orchestra,0,-1.7449999999999997,7.734999999999999,9.28,FALSE,FALSE,Within Range
socbehav,The Front Bottoms,0.39,-1.1249999999999996,9.155,10.11,FALSE,FALSE,Within Range
prosocial,All Get Out,0,-0.9187500000000001,1.53125,2.55,FALSE,FALSE,Within Range
prosocial,Manchester Orchestra,0,-0.5700000000000001,0.9500000000000001,2.88,FALSE,FALSE,Within Range
prosocial,The Front Bottoms,0,-0.78,1.3,4.52,FALSE,FALSE,Within Range
polite,All Get Out,0,0,0,3.83,FALSE,FALSE,Within Range
polite,Manchester Orchestra,0,0,0,2.02,FALSE,FALSE,Within Range
polite,The Front Bottoms,0,0,0,2.13,FALSE,FALSE,Within Range
conflict,All Get Out,0,-0.52125,0.8687499999999999,1.9,FALSE,FALSE,Within Range
conflict,Manchester Orchestra,0,-0.39,0.65,1.54,FALSE,FALSE,Within Range
conflict,The Front Bottoms,0,-0.33,0.55,1.46,FALSE,FALSE,Within Range
moral,All Get Out,0,-0.8812500000000001,1.46875,3.52,FALSE,FALSE,Within Range
moral,Manchester Orchestra,0,-0.78,1.3,3.05,FALSE,FALSE,Within Range
moral,The Front Bottoms,0,-0.75,1.25,2.47,FALSE,FALSE,Within Range
comm,All Get Out,0,-1.2812499999999996,3.968749999999999,4.21,FALSE,FALSE,Within Range
comm,Manchester Orchestra,0,-1.7249999999999996,4.635,5.15,FALSE,FALSE,Within Range
comm,The Front Bottoms,0,-1.605,4.835,4.66,FALSE,FALSE,Within Range
socrefs,All Get Out,1.38,0.13624999999999599,18.726250000000004,18.8,FALSE,FALSE,Within Range
socrefs,Manchester Orchestra,2.33,-0.8850000000000007,19.075,17.74,FALSE,FALSE,Within Range
socrefs,The Front Bottoms,2.02,-1.3349999999999982,19.505,17.63,FALSE,FALSE,Within Range
family,All Get Out,0,-0.645,1.075,5.45,FALSE,FALSE,Within Range
family,Manchester Orchestra,0,-0.915,1.525,3.02,FALSE,FALSE,Within Range
family,The Front Bottoms,0,-0.44999999999999996,0.75,4.75,FALSE,FALSE,Within Range
friend,All Get Out,0,-0.30000000000000004,0.5,2.55,FALSE,FALSE,Within Range
friend,Manchester Orchestra,0,0,0,2.42,FALSE,FALSE,Within Range
friend,The Front Bottoms,0,-0.495,0.825,2.69,FALSE,FALSE,Within Range
female,All Get Out,0,0,0,3.89,FALSE,FALSE,Within Range
female,Manchester Orchestra,0,-0.63,1.05,9.95,FALSE,FALSE,Within Range
female,The Front Bottoms,0,-1.71,2.8499999999999996,8.14,FALSE,FALSE,Within Range
male,All Get Out,0,-1.6575,2.7625,2.96,FALSE,FALSE,Within Range
male,Manchester Orchestra,0,-1.545,2.575,6.25,FALSE,FALSE,Within Range
male,The Front Bottoms,0,-1.1400000000000001,1.9000000000000001,7.46,FALSE,FALSE,Within Range
Culture,All Get Out,0,0,0,0.7,FALSE,FALSE,Within Range
Culture,Manchester Orchestra,0,0,0,1.55,FALSE,FALSE,Within Range
Culture,The Front Bottoms,0,-0.72,1.2,3.24,FALSE,FALSE,Within Range
politic,All Get Out,0,0,0,0.39,FALSE,FALSE,Within Range
politic,Manchester Orchestra,0,0,0,0.31,FALSE,FALSE,Within Range
politic,The Front Bottoms,0,0,0,0.32,FALSE,FALSE,Within Range
ethnicity,All Get Out,0,0,0,0,FALSE,FALSE,Within Range
ethnicity,Manchester Orchestra,0,0,0,0.79,FALSE,FALSE,Within Range
ethnicity,The Front Bottoms,0,0,0,1.06,FALSE,FALSE,Within Range
tech,All Get Out,0,0,0,0.7,FALSE,FALSE,Within Range
tech,Manchester Orchestra,0,0,0,1.04,FALSE,FALSE,Within Range
tech,The Front Bottoms,0,-0.43499999999999994,0.7249999999999999,3.24,FALSE,FALSE,Within Range
Lifestyle,All Get Out,0.34,-2.0625000000000004,6.557500000000001,6.08,FALSE,FALSE,Within Range
Lifestyle,Manchester Orchestra,0,-1.55,5.33,10.77,FALSE,FALSE,Within Range
Lifestyle,The Front Bottoms,0,-2.4699999999999998,6.7299999999999995,5.6,FALSE,FALSE,Within Range
leisure,All Get Out,0,-0.5137499999999999,0.85625,2.47,FALSE,FALSE,Within Range
leisure,Manchester Orchestra,0,-0.375,0.625,3.13,FALSE,FALSE,Within Range
leisure,The Front Bottoms,0,-1.1400000000000001,1.9000000000000001,4.05,FALSE,FALSE,Within Range
home,All Get Out,0,-1.3425,2.2375,4.59,FALSE,FALSE,Within Range
home,Manchester Orchestra,0,-1.155,1.925,2.86,FALSE,FALSE,Within Range
home,The Front Bottoms,0,-1.62,2.7,4.05,FALSE,FALSE,Within Range
work,All Get Out,0,-0.8062500000000001,1.3437500000000002,2.66,FALSE,TRUE,Outlying
work,Manchester Orchestra,0,-0.51,0.8500000000000001,2.67,FALSE,TRUE,Outlying
work,The Front Bottoms,0,-0.48,0.8,2.8,FALSE,TRUE,Outlying
money,All Get Out,0,-0.7725,1.2875,2.53,FALSE,FALSE,Within Range
money,Manchester Orchestra,0,-0.78,1.3,3.85,FALSE,FALSE,Within Range
money,The Front Bottoms,0,-0.48,0.8,2.27,FALSE,FALSE,Within Range
relig,All Get Out,0,-1.7362500000000003,3.0337500000000004,2.31,TRUE,TRUE,Out of Range
relig,Manchester Orchestra,0,-1.77,2.95,6.87,FALSE,TRUE,Outlying
relig,The Front Bottoms,0,-0.75,1.25,3.79,FALSE,TRUE,Outlying
Physical,All Get Out,0,-2.7987499999999996,8.73125,8.81,FALSE,FALSE,Within Range
Physical,Manchester Orchestra,0,-3.1550000000000002,8.485,10.34,FALSE,FALSE,Within Range
Physical,The Front Bottoms,0,-4.465,11.895,12.3,FALSE,FALSE,Within Range
health,All Get Out,0,-0.9075,1.5125,2.22,FALSE,FALSE,Within Range
health,Manchester Orchestra,0,-0.915,1.525,4.23,FALSE,FALSE,Within Range
health,The Front Bottoms,0,-1.215,2.0250000000000004,10.7,FALSE,FALSE,Within Range
illness,All Get Out,0,-0.12375,0.20625,1.11,FALSE,TRUE,Outlying
illness,Manchester Orchestra,0,0,0,2.82,FALSE,TRUE,Outlying
illness,The Front Bottoms,0,0,0,9.09,FALSE,TRUE,Outlying
wellness,All Get Out,0,0,0,0.11,FALSE,FALSE,Within Range
wellness,Manchester Orchestra,0,0,0,0,FALSE,FALSE,Within Range
wellness,The Front Bottoms,0,0,0,0.53,FALSE,FALSE,Within Range
mental,All Get Out,0,0,0,0.35,FALSE,FALSE,Within Range
mental,Manchester Orchestra,0,0,0,0.61,FALSE,FALSE,Within Range
mental,The Front Bottoms,0,0,0,3.24,FALSE,FALSE,Within Range
substances,All Get Out,0,0,0,0.58,TRUE,TRUE,Out of Range
substances,Manchester Orchestra,0,0,0,1.83,FALSE,TRUE,Outlying
substances,The Front Bottoms,0,0,0,2.59,FALSE,TRUE,Outlying
sexual,All Get Out,0,0,0,0.38,FALSE,FALSE,Within Range
sexual,Manchester Orchestra,0,0,0,0.38,FALSE,FALSE,Within Range
sexual,The Front Bottoms,0,0,0,0.66,FALSE,FALSE,Within Range
food,All Get Out,0,-0.56625,0.9437500000000001,1.71,FALSE,FALSE,Within Range
food,Manchester Orchestra,0,-0.5249999999999999,0.8749999999999999,2.61,FALSE,FALSE,Within Range
food,The Front Bottoms,0,-0.44999999999999996,0.75,5.14,FALSE,FALSE,Within Range
death,All Get Out,0,-0.99,1.65,4.72,FALSE,FALSE,Within Range
death,Manchester Orchestra,0,-0.96,1.6,2.61,FALSE,FALSE,Within Range
death,The Front Bottoms,0,-0.36,0.6,3.79,FALSE,FALSE,Within Range
need,All Get Out,0,-0.81,1.35,4,FALSE,FALSE,Within Range
need,Manchester Orchestra,0,-1.17,1.95,3.96,FALSE,FALSE,Within Range
need,The Front Bottoms,0,-1.335,2.225,5.58,FALSE,FALSE,Within Range
want,All Get Out,0,-1.7324999999999997,2.8874999999999993,6.62,FALSE,FALSE,Within Range
want,Manchester Orchestra,0,-1.9500000000000002,3.25,11.67,FALSE,FALSE,Within Range
want,The Front Bottoms,0,-1.29,2.15,3.05,FALSE,FALSE,Within Range
acquire,All Get Out,0,-2.17875,3.6312499999999996,6.11,FALSE,FALSE,Within Range
acquire,Manchester Orchestra,0,-1.845,3.075,3.43,FALSE,FALSE,Within Range
acquire,The Front Bottoms,0,-1.55,3.49,6.49,FALSE,FALSE,Within Range
lack,All Get Out,0,-0.5962500000000002,0.9937500000000002,2.06,FALSE,FALSE,Within Range
lack,Manchester Orchestra,0,0,0,2.82,FALSE,FALSE,Within Range
lack,The Front Bottoms,0,0,0,4.29,FALSE,FALSE,Within Range
fulfill,All Get Out,0,-0.2925,0.4875,1.27,FALSE,FALSE,Within Range
fulfill,Manchester Orchestra,0,0,0,1.17,FALSE,FALSE,Within Range
fulfill,The Front Bottoms,0,0,0,3.04,FALSE,FALSE,Within Range
fatigue,All Get Out,0,0,0,0.92,FALSE,FALSE,Within Range
fatigue,Manchester Orchestra,0,0,0,2.68,FALSE,FALSE,Within Range
fatigue,The Front Bottoms,0,0,0,3.78,FALSE,FALSE,Within Range
reward,All Get Out,0,0,0,0.67,FALSE,FALSE,Within Range
reward,Manchester Orchestra,0,0,0,2.96,FALSE,FALSE,Within Range
reward,The Front Bottoms,0,0,0,0.41,FALSE,FALSE,Within Range
risk,All Get Out,0,-0.5025000000000001,0.8375000000000001,1.01,FALSE,FALSE,Within Range
risk,Manchester Orchestra,0,-0.5700000000000001,0.9500000000000001,2.45,FALSE,FALSE,Within Range
risk,The Front Bottoms,0,-0.5549999999999999,0.9249999999999999,2,FALSE,FALSE,Within Range
curiosity,All Get Out,0,0,0,1.79,TRUE,TRUE,Out of Range
curiosity,Manchester Orchestra,0,-0.81,1.35,3.09,FALSE,TRUE,Outlying
curiosity,The Front Bottoms,0,0,0,1.07,TRUE,TRUE,Out of Range
allure,All Get Out,1.47,0.25250000000000217,20.612499999999997,22.91,FALSE,FALSE,Within Range
allure,Manchester Orchestra,2.84,-0.7399999999999993,17.740000000000002,17.01,FALSE,FALSE,Within Range
allure,The Front Bottoms,2.02,-1.3850000000000007,20.015,18.34,FALSE,FALSE,Within Range
Perception,All Get Out,4.67,4.136249999999998,18.90625,20.89,TRUE,TRUE,Out of Range
Perception,Manchester Orchestra,0,-1.0550000000000015,23.865000000000002,28.37,FALSE,FALSE,Within Range
Perception,The Front Bottoms,4.27,3.740000000000003,19.659999999999997,22.56,TRUE,TRUE,Out of Range
attention,All Get Out,0,-0.795,1.3250000000000002,1.48,FALSE,FALSE,Within Range
attention,Manchester Orchestra,0,-1.2449999999999999,2.0749999999999997,1.95,FALSE,FALSE,Within Range
attention,The Front Bottoms,0,-0.765,1.275,2.59,FALSE,FALSE,Within Range
motion,All Get Out,0,-1.1387499999999995,5.891249999999999,8.18,FALSE,FALSE,Within Range
motion,Manchester Orchestra,0,-2.0300000000000002,6.29,12.06,FALSE,FALSE,Within Range
motion,The Front Bottoms,0,-0.09499999999999997,3.785,8.37,FALSE,FALSE,Within Range
space,All Get Out,1.34,0.8487500000000017,13.498749999999998,15.14,FALSE,FALSE,Within Range
space,Manchester Orchestra,0,-2.259999999999999,15.019999999999998,18.46,FALSE,FALSE,Within Range
space,The Front Bottoms,1.06,-1.1400000000000015,15.580000000000002,15.9,FALSE,FALSE,Within Range
visual,All Get Out,0,-0.8612500000000003,2.9087500000000004,2.77,FALSE,FALSE,Within Range
visual,Manchester Orchestra,0,-2.2099999999999995,5.069999999999999,4.76,FALSE,FALSE,Within Range
visual,The Front Bottoms,0,-1.55,3.49,4.45,FALSE,FALSE,Within Range
auditory,All Get Out,0,-0.65625,1.09375,2.8,FALSE,FALSE,Within Range
